ballx	ballz	joint0	joint1	joint2
3.9305989742279053	9.554876327514648	99.0	117.0	61.0
9.147631645202637	24.606678009033203	20.0	45.0	102.0
10.515527725219727	5.558671474456787	115.0	57.0	85.0
16.940433502197266	15.759424209594727	52.0	83.0	23.0
12.734943389892578	27.771442413330078	2.0	85.0	6.0
10.597204208374023	22.88422393798828	5.0	87.0	48.0
16.835092544555664	7.998496055603027	100.0	6.0	100.0
11.403778076171875	11.10539436340332	76.0	70.0	85.0
13.78140640258789	10.421363830566406	71.0	78.0	53.0
9.452360153198242	7.59228515625	98.0	66.0	92.0
12.782190322875977	20.088272094726562	50.0	30.0	115.0
11.434419631958008	31.72040367126465	3.0	50.0	34.0
19.989286422729492	15.217809677124023	63.0	68.0	15.0
8.912551879882812	19.469881057739258	6.0	113.0	35.0
19.397777557373047	9.328862190246582	80.0	71.0	9.0
12.169181823730469	2.37894606590271	117.0	76.0	31.0
13.038400650024414	28.17057991027832	24.0	35.0	68.0
7.285928726196289	7.72359561920166	94.0	93.0	68.0
18.584909439086914	15.601760864257812	64.0	45.0	59.0
13.087639808654785	17.41063117980957	34.0	106.0	19.0
16.335906982421875	8.394233703613281	81.0	66.0	43.0
9.539403915405273	2.374119520187378	117.0	102.0	6.0
3.9758687019348145	20.154529571533203	54.0	118.0	119.0
4.554604530334473	17.517833709716797	32.0	113.0	83.0
6.405511856079102	11.8262300491333	69.0	115.0	59.0
10.174503326416016	7.148019790649414	87.0	87.0	55.0
8.301799774169922	19.01053237915039	4.0	115.0	38.0
13.595190048217773	20.693225860595703	49.0	26.0	110.0
10.095220565795898	13.000762939453125	62.0	88.0	74.0
10.55765438079834	7.7687788009643555	98.0	55.0	99.0
14.627069473266602	20.52379035949707	35.0	71.0	51.0
21.391693115234375	11.613838195800781	88.0	14.0	62.0
7.035354137420654	10.85918140411377	118.0	84.0	112.0
13.250066757202148	25.717008590698242	39.0	4.0	108.0
19.9178466796875	4.963156700134277	114.0	30.0	41.0
6.466068267822266	17.131473541259766	54.0	95.0	106.0
15.765766143798828	7.053135871887207	82.0	88.0	10.0
20.55097198486328	7.627512454986572	110.0	1.0	71.0
14.389739990234375	33.69118881225586	29.0	36.0	8.0
6.511253833770752	20.84824562072754	24.0	77.0	106.0
8.560209274291992	22.76545524597168	17.0	67.0	90.0
16.38882064819336	27.589927673339844	44.0	2.0	78.0
8.272087097167969	19.138328552246094	0.0	113.0	41.0
7.995232105255127	6.071896553039551	93.0	100.0	43.0
4.325118541717529	21.558488845825195	7.0	83.0	108.0
6.395173072814941	10.927196502685547	83.0	104.0	75.0
15.61447811126709	21.78925132751465	33.0	75.0	33.0
5.383108139038086	23.337976455688477	6.0	62.0	115.0
11.83983325958252	31.56707191467285	12.0	58.0	22.0
12.055030822753906	14.114214897155762	60.0	72.0	81.0
14.786133766174316	27.247615814208984	24.0	61.0	31.0
10.828434944152832	10.612226486206055	65.0	104.0	38.0
8.152406692504883	6.701087951660156	106.0	73.0	86.0
14.503408432006836	26.453781127929688	39.0	8.0	93.0
8.706222534179688	21.873371124267578	14.0	82.0	73.0
16.30480194091797	4.731573104858398	103.0	31.0	70.0
12.544232368469238	17.42250633239746	32.0	110.0	17.0
19.3214054107666	15.945487022399902	61.0	58.0	36.0
11.307263374328613	12.196542739868164	74.0	66.0	94.0
21.30137825012207	7.329375267028809	117.0	7.0	58.0
17.310518264770508	13.451099395751953	62.0	74.0	33.0
23.153234481811523	19.50045394897461	69.0	35.0	14.0
8.21442699432373	21.8516845703125	28.0	58.0	112.0
12.778993606567383	5.286337852478027	120.0	42.0	86.0
12.939449310302734	10.057561874389648	85.0	49.0	96.0
12.502059936523438	11.57026481628418	63.0	91.0	47.0
10.292924880981445	9.536967277526855	79.0	84.0	69.0
15.050309181213379	19.32074737548828	37.0	81.0	37.0
2.8288917541503906	18.756114959716797	23.0	115.0	92.0
7.596668720245361	35.31001663208008	7.0	8.0	62.0
8.855510711669922	24.2352352142334	23.0	41.0	111.0
13.393732070922852	8.23221206665039	82.0	71.0	59.0
23.55542755126953	8.900046348571777	110.0	7.0	35.0
3.8873534202575684	19.82162857055664	15.0	101.0	95.0
3.71079683303833	22.44597816467285	12.0	75.0	120.0
23.027725219726562	17.825794219970703	71.0	37.0	18.0
10.231929779052734	2.532966136932373	119.0	88.0	26.0
9.532154083251953	26.9988956451416	5.0	46.0	83.0
16.180936813354492	34.249732971191406	48.0	6.0	1.0
18.702640533447266	23.39940643310547	51.0	22.0	64.0
4.739604473114014	16.157562255859375	69.0	117.0	96.0
8.196846961975098	31.049419403076172	13.0	13.0	92.0
12.559884071350098	19.461305618286133	51.0	35.0	114.0
11.196958541870117	3.479818105697632	103.0	68.0	55.0
18.27054214477539	11.998621940612793	81.0	25.0	81.0
12.257043838500977	7.8276801109313965	100.0	35.0	109.0
17.8951416015625	3.815998077392578	100.0	55.0	24.0
5.7287492752075195	22.869264602661133	14.0	66.0	111.0
24.326581954956055	10.382125854492188	99.0	16.0	18.0
8.431713104248047	15.144210815429688	43.0	106.0	61.0
5.096017837524414	23.422212600708008	1.0	61.0	118.0
5.821658134460449	6.830358505249023	120.0	96.0	66.0
20.10753059387207	28.988672256469727	57.0	3.0	29.0
6.20377254486084	14.956239700317383	58.0	107.0	84.0
17.197643280029297	18.320344924926758	47.0	71.0	35.0
15.16470718383789	18.81631088256836	54.0	34.0	95.0
8.497367858886719	30.604713439941406	11.0	18.0	90.0
17.060319900512695	4.961516380310059	100.0	37.0	59.0
6.485932350158691	20.097978591918945	38.0	77.0	120.0
10.338008880615234	5.309425354003906	114.0	60.0	81.0
10.745805740356445	36.45949172973633	21.0	34.0	1.0
10.79490852355957	16.84210968017578	34.0	101.0	47.0
19.5911865234375	9.311141967773438	94.0	11.0	77.0
12.365045547485352	4.872281074523926	114.0	48.0	80.0
8.293543815612793	18.422821044921875	50.0	71.0	118.0
11.44228744506836	13.07827377319336	58.0	89.0	61.0
7.191233158111572	12.477034568786621	92.0	89.0	110.0
8.299555778503418	9.555577278137207	93.0	78.0	95.0
10.787635803222656	37.12039566040039	27.0	14.0	13.0
5.915509223937988	17.34766387939453	71.0	107.0	116.0
11.474571228027344	19.75853729248047	22.0	101.0	34.0
10.649635314941406	37.14103698730469	28.0	7.0	21.0
14.456816673278809	33.14556884765625	34.0	9.0	44.0
18.721769332885742	19.997133255004883	58.0	24.0	73.0
13.249629974365234	3.875776529312134	94.0	93.0	6.0
12.310312271118164	13.655694961547852	68.0	59.0	96.0
7.2923970222473145	10.450425148010254	105.0	80.0	112.0
10.704463005065918	9.868219375610352	86.0	65.0	94.0
8.765369415283203	10.684246063232422	77.0	91.0	75.0
6.363431930541992	24.36132049560547	14.0	50.0	115.0
4.594951629638672	18.559165954589844	55.0	111.0	111.0
12.645220756530762	25.959972381591797	1.0	95.0	3.0
4.791974067687988	16.643957138061523	61.0	114.0	97.0
15.019441604614258	3.512187957763672	118.0	48.0	55.0
6.840700149536133	17.392810821533203	40.0	96.0	91.0
6.696199417114258	13.077683448791504	94.0	96.0	111.0
2.8503899574279785	18.920108795166016	5.0	114.0	86.0
8.845012664794922	8.354325294494629	98.0	69.0	97.0
8.188774108886719	27.82967185974121	18.0	15.0	114.0
5.90425968170166	21.100404739379883	2.0	86.0	92.0
19.414535522460938	7.372438907623291	90.0	49.0	34.0
15.265156745910645	26.920923233032227	33.0	32.0	64.0
5.332054615020752	17.062625885009766	45.0	107.0	92.0
12.314078330993652	24.879756927490234	9.0	93.0	16.0
15.838227272033691	7.766144752502441	81.0	76.0	31.0
8.6546049118042	16.258344650268555	40.0	98.0	71.0
4.3218302726745605	19.96973419189453	59.0	120.0	119.0
11.338911056518555	23.510997772216797	27.0	48.0	91.0
5.141669273376465	8.415667533874512	90.0	120.0	41.0
14.638282775878906	2.974992036819458	114.0	56.0	45.0
8.111736297607422	14.747005462646484	53.0	98.0	78.0
4.9896955490112305	17.458251953125	22.0	117.0	68.0
16.89790153503418	10.081202507019043	82.0	42.0	72.0
7.504951000213623	18.569889068603516	22.0	101.0	69.0
14.907506942749023	5.193305492401123	100.0	40.0	73.0
11.494566917419434	13.147274017333984	54.0	98.0	47.0
10.157873153686523	27.758731842041016	21.0	22.0	99.0
8.129989624023438	8.327348709106445	90.0	89.0	72.0
24.613494873046875	19.38470458984375	81.0	15.0	9.0
10.535075187683105	29.104164123535156	22.0	14.0	95.0
21.207622528076172	20.047639846801758	70.0	1.0	69.0
11.963205337524414	25.78269386291504	12.0	78.0	36.0
13.937702178955078	25.19012451171875	20.0	81.0	21.0
14.524430274963379	24.631765365600586	27.0	61.0	48.0
21.839580535888672	23.80295181274414	59.0	30.0	20.0
17.48157501220703	20.225078582763672	59.0	12.0	93.0
8.353389739990234	21.768455505371094	0.0	84.0	73.0
16.276954650878906	18.157611846923828	43.0	83.0	26.0
22.083740234375	19.557706832885742	71.0	9.0	55.0
6.896335124969482	14.256675720214844	86.0	96.0	113.0
9.477921485900879	25.36194610595703	15.0	52.0	87.0
6.0679097175598145	10.885519027709961	73.0	120.0	49.0
14.956937789916992	16.3127498626709	43.0	104.0	7.0
3.6949493885040283	8.782468795776367	112.0	116.0	58.0
10.342119216918945	23.400711059570312	0.0	80.0	57.0
8.609264373779297	8.663268089294434	115.0	64.0	109.0
4.221158027648926	9.394930839538574	115.0	110.0	71.0
22.252153396606445	23.104509353637695	61.0	33.0	14.0
5.680299758911133	7.550006866455078	96.0	107.0	54.0
14.813692092895508	12.33739948272705	59.0	96.0	21.0
10.776784896850586	21.580507278442383	4.0	104.0	27.0
11.260231971740723	31.459192276000977	0.0	47.0	41.0
19.085433959960938	26.33650016784668	47.0	26.0	42.0
8.858308792114258	3.8800716400146484	111.0	83.0	50.0
18.53184700012207	9.276477813720703	87.0	34.0	65.0
21.91733741760254	23.636104583740234	59.0	33.0	16.0
7.143326282501221	29.717769622802734	5.0	9.0	109.0
9.910987854003906	8.234577178955078	83.0	89.0	59.0
12.762916564941406	8.149343490600586	109.0	21.0	120.0
10.351509094238281	3.8175621032714844	116.0	71.0	58.0
14.633186340332031	1.966915488243103	119.0	80.0	3.0
12.83986759185791	12.147383689880371	58.0	99.0	33.0
10.276044845581055	37.91402816772461	34.0	2.0	2.0
18.057968139648438	8.763192176818848	86.0	43.0	58.0
11.713577270507812	6.336725234985352	84.0	99.0	22.0
11.049274444580078	20.518840789794922	45.0	39.0	119.0
10.506743431091309	27.726924896240234	18.0	34.0	86.0
6.234143257141113	16.560928344726562	44.0	104.0	86.0
19.470088958740234	7.003974437713623	96.0	29.0	55.0
23.09111785888672	24.22545623779297	72.0	2.0	23.0
3.818368434906006	18.183685302734375	29.0	113.0	89.0
9.5721435546875	19.84918975830078	0.0	114.0	27.0
8.676595687866211	21.519500732421875	19.0	76.0	84.0
12.384175300598145	29.09617042541504	13.0	68.0	25.0
4.975980281829834	8.458746910095215	109.0	102.0	73.0
17.226367950439453	7.860146999359131	84.0	62.0	39.0
5.4705634117126465	8.544046401977539	97.0	104.0	67.0
15.670758247375488	4.625112533569336	99.0	47.0	57.0
15.043193817138672	6.045949459075928	95.0	47.0	68.0
20.648651123046875	16.95661163330078	63.0	50.0	32.0
3.465193271636963	39.35129165649414	8.0	1.0	24.0
16.55414390563965	25.91971778869629	32.0	58.0	29.0
11.917657852172852	24.49392318725586	9.0	88.0	29.0
11.856415748596191	8.159847259521484	117.0	30.0	119.0
16.28539276123047	24.880708694458008	47.0	6.0	90.0
12.959066390991211	13.743396759033203	48.0	118.0	2.0
12.742143630981445	15.79605770111084	45.0	88.0	52.0
6.34466028213501	17.493432998657227	18.0	119.0	52.0
20.800926208496094	10.193473815917969	90.0	19.0	61.0
14.809442520141602	18.610000610351562	41.0	73.0	52.0
15.668665885925293	7.553397178649902	94.0	33.0	84.0
14.745101928710938	24.492088317871094	38.0	27.0	85.0
14.39625358581543	11.97016429901123	59.0	104.0	11.0
13.722415924072266	11.167010307312012	72.0	67.0	70.0
15.320502281188965	29.923145294189453	26.0	56.0	13.0
14.896937370300293	30.20184898376465	24.0	60.0	8.0
14.534501075744629	3.6782987117767334	97.0	72.0	28.0
13.648897171020508	27.034326553344727	33.0	17.0	88.0
4.973273277282715	18.834571838378906	21.0	104.0	86.0
19.147859573364258	7.441722393035889	99.0	13.0	74.0
5.142822742462158	15.127099990844727	92.0	120.0	101.0
8.23917293548584	36.06437683105469	15.0	11.0	49.0
14.328932762145996	6.081188201904297	119.0	26.0	95.0
13.59959602355957	6.678027629852295	87.0	72.0	50.0
8.23624038696289	21.4276123046875	27.0	64.0	106.0
18.26424789428711	9.290083885192871	82.0	52.0	47.0
5.847393989562988	22.159744262695312	2.0	75.0	102.0
21.859542846679688	6.539828777313232	109.0	20.0	37.0
22.756669998168945	7.069738388061523	115.0	22.0	25.0
9.843137741088867	19.404748916625977	25.0	89.0	66.0
7.143528461456299	10.199624061584473	112.0	81.0	109.0
8.682262420654297	34.62938690185547	8.0	18.0	56.0
7.914645195007324	4.8827080726623535	113.0	84.0	60.0
21.146747589111328	13.081206321716309	75.0	48.0	30.0
18.286090850830078	26.457128524780273	40.0	45.0	27.0
6.517574310302734	15.054983139038086	48.0	111.0	71.0
11.937677383422852	19.869384765625	43.0	49.0	102.0
19.8855037689209	30.448976516723633	59.0	8.0	1.0
15.906972885131836	21.434612274169922	38.0	61.0	51.0
8.977489471435547	15.861664772033691	50.0	87.0	87.0
10.581140518188477	20.596431732177734	1.0	120.0	6.0
10.7979736328125	9.459901809692383	94.0	52.0	109.0
4.593548774719238	16.21670913696289	51.0	117.0	84.0
2.0137252807617188	19.927677154541016	18.0	110.0	104.0
13.067974090576172	7.7775559425354	119.0	21.0	116.0
15.538928985595703	16.106027603149414	48.0	84.0	34.0
8.783935546875	37.36260223388672	21.0	7.0	32.0
12.520334243774414	18.206621170043945	35.0	86.0	53.0
25.453107833862305	13.442724227905273	120.0	1.0	4.0
1.1742658615112305	20.47246551513672	12.0	109.0	109.0
3.2934353351593018	20.116870880126953	31.0	104.0	113.0
15.255499839782715	13.818974494934082	64.0	58.0	72.0
16.856319427490234	23.495758056640625	35.0	66.0	28.0
7.70053243637085	28.874649047851562	6.0	19.0	105.0
7.375054359436035	13.970636367797852	90.0	91.0	119.0
24.284313201904297	20.97686004638672	80.0	4.0	19.0
4.918607711791992	14.16565227508545	84.0	116.0	91.0
18.793514251708984	28.176513671875	42.0	44.0	9.0
10.517623901367188	2.351205348968506	102.0	96.0	10.0
5.3489837646484375	8.87177562713623	115.0	98.0	81.0
21.765384674072266	7.414004325866699	97.0	32.0	29.0
16.743501663208008	2.8762738704681396	102.0	60.0	22.0
8.638984680175781	37.879241943359375	23.0	5.0	25.0
11.268339157104492	12.959402084350586	51.0	111.0	28.0
6.948047161102295	8.031769752502441	119.0	82.0	90.0
10.140357971191406	6.3191423416137695	110.0	56.0	93.0
17.60802459716797	14.087307929992676	77.0	16.0	96.0
7.686081409454346	20.56630516052246	6.0	94.0	69.0
8.719186782836914	6.693861961364746	101.0	71.0	85.0
9.274932861328125	15.806520462036133	47.0	90.0	79.0
20.877708435058594	5.8780717849731445	99.0	40.0	23.0
16.942615509033203	7.687851428985596	81.0	84.0	8.0
4.0423431396484375	7.323559761047363	117.0	115.0	47.0
11.406429290771484	20.671680450439453	21.0	92.0	45.0
23.955047607421875	15.909504890441895	80.0	30.0	15.0
14.524296760559082	3.5071256160736084	99.0	65.0	37.0
13.32061767578125	26.708345413208008	18.0	69.0	34.0
7.032993316650391	22.94594955444336	15.0	65.0	102.0
5.01704740524292	5.221673965454102	103.0	116.0	26.0
10.469060897827148	27.528438568115234	22.0	23.0	98.0
17.9290828704834	16.26308822631836	55.0	69.0	34.0
7.9239501953125	7.6184186935424805	82.0	117.0	25.0
20.256467819213867	15.937026977539062	63.0	59.0	25.0
17.222993850708008	7.48996114730835	97.0	20.0	84.0
11.678750991821289	3.358978271484375	114.0	66.0	54.0
13.34421157836914	2.921949863433838	102.0	65.0	42.0
12.398025512695312	8.729270935058594	94.0	42.0	104.0
13.593231201171875	35.17417907714844	36.0	2.0	31.0
17.718965530395508	24.384796142578125	49.0	14.0	75.0
24.503955841064453	19.64566421508789	83.0	2.0	23.0
7.574343681335449	15.994409561157227	64.0	87.0	110.0
10.10445785522461	10.242189407348633	79.0	80.0	79.0
11.861709594726562	24.096050262451172	6.0	91.0	27.0
10.338010787963867	5.309428691864014	115.0	60.0	81.0
10.752461433410645	24.52734375	25.0	41.0	97.0
22.672834396362305	12.231565475463867	83.0	39.0	22.0
8.736066818237305	26.929122924804688	13.0	40.0	94.0
13.232941627502441	18.652013778686523	43.0	62.0	79.0
14.105356216430664	8.862000465393066	72.0	107.0	0.0
13.153934478759766	21.37779426574707	43.0	34.0	103.0
13.597155570983887	17.330297470092773	40.0	86.0	46.0
8.837801933288574	8.874457359313965	93.0	75.0	91.0
6.1117963790893555	22.28498649597168	18.0	68.0	111.0
20.76213264465332	10.7333984375	79.0	65.0	6.0
12.408880233764648	26.942237854003906	20.0	49.0	64.0
18.620012283325195	27.061874389648438	40.0	55.0	4.0
23.840984344482422	15.594491958618164	80.0	31.0	16.0
